sample	chromosome	start	end	num.mark	log2
C3L-02463	14	50870000.5	76770000.5	1291	0.0531
C3L-02463	14	76790000.5	78070000.5	65	0.132
C3L-02463	14	78090000.5	100910000.5	1136	0.0217
C3L-02463	14	100930000.5	101050000.5	7	0.349
C3L-02463	14	101070000.5	104170000.5	156	0.0397
C3L-02463	14	104190000.5	106870000.5	131	-0.0535
C3L-02463	15	17030000.5	39690000.5	780	-0.0026
C3L-02463	15	39710000.5	86390000.5	2288	0.0434
C3L-02463	15	86410000.5	101850000.5	769	0.0051
C3L-02463	16	30000.5	84810000.5	3389	0.0584
C3L-02463	16	84830000.5	88090000.5	162	-0.0265
C3L-02463	16	88110000.5	88290000.5	10	-0.3125
C3L-02463	16	88310000.5	89170000.5	44	-0.0746
C3L-02463	16	89190000.5	90090000.5	46	0.0465
C3L-02463	17	150000.5	12730000.5	627	-0.2614
C3L-02463	17	12750000.5	13890000.5	58	-0.0053
C3L-02463	17	13910000.5	17430000.5	162	-0.2732
C3L-02463	17	17450000.5	17770000.5	17	0.0176
C3L-02463	17	17790000.5	19970000.5	79	-0.2288
C3L-02463	17	19990000.5	21290000.5	52	0.0393
C3L-02463	17	21310000.5	26990000.5	67	-0.1308
C3L-02463	17	27010000.5	27330000.5	14	0.1325
C3L-02463	17	27350000.5	29130000.5	90	-0.2317
C3L-02463	17	29150000.5	29330000.5	10	0.094
C3L-02463	17	29350000.5	29610000.5	14	-0.2319
C3L-02463	17	29630000.5	35090000.5	267	0.0646
C3L-02463	17	35110000.5	36930000.5	79	-0.2718
C3L-02463	17	36950000.5	39570000.5	113	0.0767
C3L-02463	17	39590000.5	39910000.5	17	0.2969
C3L-02463	17	39930000.5	41610000.5	84	0.0508
C3L-02463	17	41630000.5	41910000.5	15	-0.1994
C3L-02463	17	41930000.5	42430000.5	26	0.0653
C3L-02463	17	42450000.5	43010000.5	29	0.3363
C3L-02463	17	43030000.5	43330000.5	13	0.1078
C3L-02463	17	43350000.5	46070000.5	130	0.3277
C3L-02463	17	46090000.5	47190000.5	31	0.0922
C3L-02463	17	47210000.5	47750000.5	26	0.4313
C3L-02463	17	47770000.5	50750000.5	150	0.0423
C3L-02463	17	50770000.5	58130000.5	367	-0.2793
C3L-02463	17	58150000.5	69350000.5	546	-0.2156
C3L-02463	17	69370000.5	83210000.5	686	-0.2892
C3L-02463	18	70000.5	14590000.5	712	-0.2745
C3L-02463	18	14690000.5	21310000.5	34	0.3188
C3L-02463	18	21330000.5	23470000.5	107	0.4606
C3L-02463	18	23490000.5	73490000.5	2486	-0.262
C3L-02463	18	73510000.5	80250000.5	335	-0.3276
C3L-02463	19	270000.5	6290000.5	301	0.0574
C3L-02463	19	6310000.5	18090000.5	581	0.1108
C3L-02463	19	18110000.5	24130000.5	249	0.0557
C3L-02463	19	24150000.5	32030000.5	218	-0.0021
C3L-02463	19	32050000.5	58590000.5	1304	0.0748
C3L-02463	20	70000.5	25650000.5	1275	0.0386
C3L-02463	20	25670000.5	31390000.5	121	-0.0744
C3L-02463	20	31410000.5	38770000.5	369	0.1009
C3L-02463	20	38790000.5	40630000.5	93	-0.019
C3L-02463	20	40650000.5	59270000.5	928	0.0459
C3L-02463	20	59290000.5	64270000.5	248	-0.0357
C3L-02463	21	5230000.5	9790000.5	27	-0.1582
C3L-02463	21	9810000.5	43030000.5	1469	0.016
C3L-02463	21	43190000.5	46670000.5	154	-0.0556
C3L-02463	22	10690000.5	17090000.5	74	-0.1088
C3L-02463	22	17130000.5	44150000.5	1282	0.0417
C3L-02463	22	44170000.5	47850000.5	185	-0.0101
C3L-02463	22	47870000.5	49690000.5	89	-0.0875
C3L-02463	22	49710000.5	50750000.5	53	0.0382
C3L-02463	23	250000.5	122610000.5	5595	0.0553
C3L-02463	23	122630000.5	123110000.5	25	-0.816
C3L-02463	23	123130000.5	156010000.5	1582	0.0479
C3L-02463	24	2790000.5	10170000.5	157	0.0513
C3L-02463	24	10650000.5	10990000.5	15	-0.4786
C3L-02463	24	11010000.5	56870000.5	440	0.0431
C3L-02604	1	830000.5	25190000.5	1167	0.0986
C3L-02604	1	25210000.5	35830000.5	528	-0.3516
C3L-02604	1	35850000.5	248930000.5	9155	0.0558
C3L-02604	2	30000.5	242110000.5	11539	0.066
C3L-02604	3	30000.5	90470000.5	4493	0.0655
C3L-02604	3	90490000.5	91290000.5	13	-0.9985
C3L-02604	3	91310000.5	119150000.5	1275	0.0934
C3L-02604	3	119170000.5	125730000.5	325	-0.3801
C3L-02604	3	125750000.5	198130000.5	3592	0.0649
C3L-02604	4	50000.5	190010000.5	9281	0.0632
C3L-02604	5	30000.5	179790000.5	8583	0.0714
C3L-02604	5	179810000.5	181290000.5	74	0.5843
C3L-02604	6	170000.5	170590000.5	8319	0.0565
C3L-02604	7	50000.5	159310000.5	7463	0.0698
C3L-02604	8	250000.5	126190000.5	6019	0.0677
C3L-02604	8	126210000.5	145070000.5	937	0.3878
C3L-02604	9	210000.5	34810000.5	1716	-0.3556
C3L-02604	9	34830000.5	138170000.5	3689	0.0628
C3L-02604	10	70000.5	12930000.5	640	0.3783
C3L-02604	10	12950000.5	112210000.5	4654	0.0521
C3L-02604	10	112230000.5	133610000.5	1064	0.3739
C3L-02604	11	210000.5	10330000.5	491	-0.3722
C3L-02604	11	10350000.5	10730000.5	19	0.727
C3L-02604	11	10750000.5	11190000.5	23	1.0535
C3L-02604	11	11210000.5	11510000.5	16	1.6614
C3L-02604	11	11530000.5	11850000.5	17	2.0584
C3L-02604	11	11870000.5	12150000.5	15	2.7849
C3L-02604	11	12170000.5	12210000.5	3	1.4018
C3L-02604	11	12230000.5	135050000.5	5824	0.061
C3L-02604	12	50000.5	37350000.5	1703	-0.3874
C3L-02604	12	37370000.5	133250000.5	4736	0.0662
C3L-02604	13	18210000.5	64270000.5	2262	0.0734
C3L-02604	13	64290000.5	64370000.5	5	-1.8782
C3L-02604	13	64390000.5	114350000.5	2472	0.0768
C3L-02604	14	16090000.5	106870000.5	4338	0.0576
C3L-02604	15	17030000.5	35870000.5	589	0.0419
C3L-02604	15	35890000.5	87330000.5	2526	-0.3691
C3L-02604	15	87350000.5	101850000.5	722	0.0589
C3L-02604	16	30000.5	28130000.5	1281	0.0638
C3L-02604	16	28150000.5	34150000.5	173	0.4685
C3L-02604	16	34250000.5	90090000.5	2197	0.0747
C3L-02604	17	150000.5	22570000.5	1045	-0.3532
C3L-02604	17	22590000.5	55090000.5	1341	-0.0848
C3L-02604	17	55110000.5	83210000.5	1383	-0.3404
C3L-02604	18	70000.5	1010000.5	46	-0.1035
C3L-02604	18	1030000.5	4170000.5	158	0.3363
C3L-02604	18	4190000.5	15070000.5	522	-0.3757
C3L-02604	18	15170000.5	24430000.5	174	0.5422
C3L-02604	18	24450000.5	26950000.5	126	0.0321
C3L-02604	18	26970000.5	30710000.5	187	-0.2913
C3L-02604	18	30730000.5	33150000.5	121	0.0507
C3L-02604	18	33170000.5	76010000.5	2130	-0.3629
C3L-02604	18	76030000.5	77190000.5	59	0.7337
C3L-02604	18	77210000.5	78770000.5	78	0.3238
C3L-02604	18	78790000.5	80250000.5	73	-0.4178
C3L-02604	19	270000.5	15050000.5	730	-0.2867
C3L-02604	19	15070000.5	58590000.5	1923	-0.0646
C3L-02604	20	70000.5	64270000.5	3034	0.0701
C3L-02604	21	5230000.5	13250000.5	44	-0.0309
C3L-02604	21	13290000.5	23170000.5	473	-0.4029
C3L-02604	21	23190000.5	46670000.5	1133	0.0585
C3L-02604	22	10690000.5	50750000.5	1683	-0.3424
C3L-02604	23	250000.5	156010000.5	7202	0.0578
C3L-02604	24	2790000.5	56870000.5	612	-0.0118
C3L-02606	1	830000.5	1610000.5	39	0.0589
C3L-02606	1	1630000.5	1730000.5	5	0.5874
C3L-02606	1	1750000.5	7650000.5	286	-0.037
C3L-02606	1	7670000.5	10710000.5	153	0.0824
C3L-02606	1	10730000.5	25970000.5	723	0.026
C3L-02606	1	25990000.5	29230000.5	162	0.1017
C3L-02606	1	29250000.5	30690000.5	72	-0.0742
C3L-02606	1	30710000.5	46530000.5	784	0.0426
C3L-02606	1	46550000.5	50390000.5	192	-0.0425
C3L-02606	1	50410000.5	55190000.5	240	0.0759
C3L-02606	1	55210000.5	61670000.5	323	-0.0044
C3L-02606	1	61690000.5	68530000.5	341	0.0679
C3L-02606	1	68550000.5	76890000.5	417	-0.0226
C3L-02606	1	76910000.5	99690000.5	1125	0.0303
C3L-02606	1	99710000.5	100290000.5	29	0.2438
C3L-02606	1	100310000.5	121590000.5	975	0.0065
C3L-02606	1	124950000.5	145430000.5	23	-0.2711
C3L-02606	1	145590000.5	152250000.5	196	0.084
C3L-02606	1	152270000.5	153570000.5	66	-0.0452
C3L-02606	1	153590000.5	157010000.5	172	0.112
C3L-02606	1	157030000.5	177930000.5	1037	0.0126
C3L-02606	1	177950000.5	212630000.5	1715	0.0501
C3L-02606	1	212650000.5	214090000.5	73	-0.1988
C3L-02606	1	214110000.5	231890000.5	869	0.0345
C3L-02606	1	231910000.5	233150000.5	63	-0.1906
C3L-02606	1	233170000.5	248930000.5	770	0.0218
C3L-02606	2	30000.5	4750000.5	237	-0.1076
C3L-02606	2	4770000.5	6090000.5	65	-0.4023
C3L-02606	2	6110000.5	23730000.5	880	-0.0608
C3L-02606	2	23750000.5	48670000.5	1240	-0.009
C3L-02606	2	48690000.5	49890000.5	61	-0.1463
C3L-02606	2	49910000.5	53670000.5	188	-0.0517
C3L-02606	2	53690000.5	56290000.5	130	0.0411
C3L-02606	2	56310000.5	59350000.5	153	-0.102
C3L-02606	2	59370000.5	60610000.5	62	0.0826
C3L-02606	2	60630000.5	61830000.5	60	0.2407
C3L-02606	2	61850000.5	74910000.5	649	0.1178
C3L-02606	2	74930000.5	84570000.5	480	0.0553
C3L-02606	2	84590000.5	88730000.5	152	0.1457
C3L-02606	2	88750000.5	94550000.5	27	-0.1251
C3L-02606	2	94610000.5	125570000.5	1407	0.0828
C3L-02606	2	125590000.5	126550000.5	49	-0.2072
C3L-02606	2	126570000.5	140510000.5	653	0.0717
C3L-02606	2	140530000.5	178610000.5	1890	0.1224
C3L-02606	2	178630000.5	178710000.5	5	0.7389
C3L-02606	2	178730000.5	200830000.5	1101	0.0871
C3L-02606	2	200850000.5	203550000.5	134	0.188
C3L-02606	2	203570000.5	236050000.5	1617	0.1009
C3L-02606	2	236070000.5	237430000.5	68	-0.031
C3L-02606	2	237450000.5	239230000.5	88	0.0945
C3L-02606	2	239250000.5	240710000.5	74	-0.0229
C3L-02606	2	240730000.5	242110000.5	69	0.1015
C3L-02606	3	30000.5	45630000.5	2270	-0.1009
C3L-02606	3	45650000.5	50110000.5	222	0.0024
C3L-02606	3	50130000.5	56550000.5	322	-0.0755
C3L-02606	3	56570000.5	58570000.5	100	0.0305
C3L-02606	3	58590000.5	71430000.5	642	-0.09
C3L-02606	3	71450000.5	76550000.5	255	-0.2475
C3L-02606	3	76570000.5	90470000.5	682	-0.1243
C3L-02606	3	90490000.5	91290000.5	13	-0.503
C3L-02606	3	91310000.5	91510000.5	9	0.0477
C3L-02606	3	91530000.5	93830000.5	6	-0.6519
C3L-02606	3	93850000.5	94870000.5	52	-0.0663
C3L-02606	3	94890000.5	167650000.5	3617	0.0188
C3L-02606	3	167670000.5	176510000.5	441	0.0877
C3L-02606	3	176530000.5	177930000.5	71	-0.1644
C3L-02606	3	177950000.5	198130000.5	996	0.0785
C3L-02606	4	50000.5	9130000.5	444	-0.1036
C3L-02606	4	9150000.5	9370000.5	5	0.5611
C3L-02606	4	9390000.5	190010000.5	8832	-0.0714
C3L-02606	5	30000.5	10170000.5	505	0.2691
C3L-02606	5	10190000.5	43870000.5	1651	0.3437
C3L-02606	5	43890000.5	46430000.5	102	0.2714
C3L-02606	5	47090000.5	51970000.5	87	0.0366
C3L-02606	5	51990000.5	52330000.5	18	-0.2149
C3L-02606	5	52350000.5	53170000.5	41	0.1294
C3L-02606	5	53190000.5	103330000.5	2400	-0.1473
C3L-02606	5	103350000.5	137770000.5	1717	-0.0409
C3L-02606	5	137790000.5	140770000.5	150	0.051
C3L-02606	5	140790000.5	181290000.5	1986	-0.0412
C3L-02606	6	170000.5	1170000.5	51	-0.0883
C3L-02606	6	1190000.5	60610000.5	2819	0.0057
C3L-02606	6	60630000.5	61690000.5	42	-0.2065
C3L-02606	6	61710000.5	90550000.5	1434	-0.0063
C3L-02606	6	90570000.5	94910000.5	218	-0.0982
C3L-02606	6	94930000.5	160250000.5	3243	0.0117
C3L-02606	6	160270000.5	166890000.5	331	-0.087
C3L-02606	6	166910000.5	168010000.5	53	-0.3023
C3L-02606	6	168030000.5	170590000.5	128	-0.1279
C3L-02606	7	50000.5	110000.5	4	-0.295
C3L-02606	7	130000.5	2070000.5	97	-0.0284
C3L-02606	7	2090000.5	45210000.5	2133	0.0393
C3L-02606	7	45230000.5	57710000.5	593	-0.0047
C3L-02606	7	57730000.5	62450000.5	35	-0.268
C3L-02606	7	63010000.5	151730000.5	4229	0.0303
C3L-02606	7	151750000.5	152850000.5	55	-0.1629
C3L-02606	7	152870000.5	159310000.5	317	-0.2987
C3L-02606	8	250000.5	43530000.5	2066	0.1045
C3L-02606	8	43550000.5	46430000.5	9	-0.2395
C3L-02606	8	46570000.5	64150000.5	863	0.0919
C3L-02606	8	64170000.5	65570000.5	71	-0.1753
C3L-02606	8	65590000.5	114830000.5	2443	0.1163
C3L-02606	8	114850000.5	115770000.5	47	-0.0972
C3L-02606	8	115790000.5	136150000.5	1012	0.1055
C3L-02606	8	136170000.5	136930000.5	39	-0.201
C3L-02606	8	136950000.5	145070000.5	406	0.0817
C3L-02606	9	210000.5	124770000.5	4741	-0.1387
C3L-02606	9	124790000.5	125710000.5	47	0.026
C3L-02606	9	125730000.5	127250000.5	77	-0.1722
C3L-02606	9	127270000.5	133810000.5	327	-0.0894
C3L-02606	9	133830000.5	138170000.5	213	-0.1637
C3L-02606	10	70000.5	2390000.5	116	-0.1187
C3L-02606	10	2410000.5	24990000.5	1124	-0.0308
C3L-02606	10	25010000.5	25730000.5	37	-0.2567
C3L-02606	10	25750000.5	38990000.5	636	-0.0231
C3L-02606	10	39010000.5	42230000.5	32	-0.3871
C3L-02606	10	42350000.5	49450000.5	277	-0.1157
C3L-02606	10	49470000.5	71990000.5	1102	-0.0414
C3L-02606	10	72010000.5	74850000.5	139	0.0576
C3L-02606	10	74870000.5	86410000.5	563	-0.0879
C3L-02606	10	86430000.5	104190000.5	869	-0.0314
C3L-02606	10	104210000.5	126390000.5	1105	-0.0703
C3L-02606	10	126410000.5	133610000.5	358	-0.1466
C3L-02606	11	210000.5	54570000.5	2465	0.0078
C3L-02606	11	54590000.5	56470000.5	68	-0.1469
C3L-02606	11	56490000.5	60050000.5	179	-0.0154
C3L-02606	11	60070000.5	79830000.5	967	0.0398
C3L-02606	11	79850000.5	102930000.5	1127	-0.0053
C3L-02606	11	102950000.5	103350000.5	21	0.2534
C3L-02606	11	103370000.5	105410000.5	101	-0.0439
C3L-02606	11	105430000.5	130710000.5	1263	0.0177
C3L-02606	11	130730000.5	135050000.5	217	-0.0534
C3L-02606	12	50000.5	34350000.5	1696	0.0371
C3L-02606	12	34370000.5	37410000.5	10	-0.4134
C3L-02606	12	37430000.5	48570000.5	527	0.0203
C3L-02606	12	48590000.5	51650000.5	154	0.1194
C3L-02606	12	51670000.5	52770000.5	56	-0.0209
C3L-02606	12	52790000.5	57930000.5	255	0.0973
C3L-02606	12	57950000.5	83310000.5	1261	0.023
C3L-02606	12	83330000.5	84930000.5	80	-0.1555
C3L-02606	12	84950000.5	125130000.5	2000	0.0492
C3L-02606	12	125150000.5	133250000.5	400	-0.0396
C3L-02606	13	18210000.5	114350000.5	4739	0.0989
C3L-02606	14	16090000.5	67070000.5	2359	0.0543
C3L-02606	14	67090000.5	75850000.5	438	0.1115
C3L-02606	14	75870000.5	105790000.5	1487	0.048
C3L-02606	14	105810000.5	106870000.5	54	-0.0929
C3L-02606	15	17030000.5	39310000.5	761	-0.1119
C3L-02606	15	39330000.5	73550000.5	1698	-0.0508
C3L-02606	15	73570000.5	101850000.5	1378	-0.0984
C3L-02606	16	30000.5	34250000.5	1455	-0.0126
C3L-02606	16	34270000.5	46630000.5	60	-0.2421
C3L-02606	16	46650000.5	66670000.5	995	-0.0385
C3L-02606	16	66690000.5	75590000.5	420	0.0405
C3L-02606	16	75610000.5	90090000.5	721	-0.0523
C3L-02606	17	150000.5	26990000.5	1062	-0.0954
C3L-02606	17	27010000.5	27870000.5	41	0.0198
C3L-02606	17	27890000.5	32510000.5	227	0.1851
C3L-02606	17	32530000.5	35630000.5	153	0.0373
C3L-02606	17	35650000.5	41010000.5	237	0.1493
C3L-02606	17	41030000.5	41650000.5	32	-0.0366
C3L-02606	17	41670000.5	47350000.5	250	0.1292
C3L-02606	17	47370000.5	47670000.5	14	0.3687
C3L-02606	17	47690000.5	51270000.5	180	0.1517
C3L-02606	17	51290000.5	57750000.5	323	0.0342
C3L-02606	17	57770000.5	65050000.5	349	0.159
C3L-02606	17	65070000.5	83210000.5	901	0.1016
C3L-02606	18	70000.5	25590000.5	958	-0.0157
C3L-02606	18	25610000.5	27270000.5	84	-0.2577
C3L-02606	18	27290000.5	29790000.5	126	-0.094
C3L-02606	18	29810000.5	61930000.5	1594	-0.2555
C3L-02606	18	61950000.5	73730000.5	589	-0.2053
C3L-02606	18	73750000.5	80250000.5	323	-0.3001
C3L-02606	19	270000.5	27870000.5	1141	-0.0703
C3L-02606	19	27890000.5	29550000.5	84	0.2545
C3L-02606	19	29570000.5	40830000.5	558	0.4282
C3L-02606	19	40850000.5	43310000.5	123	0.3418
C3L-02606	19	43330000.5	46290000.5	143	0.4765
C3L-02606	19	46310000.5	46970000.5	34	0.0886
C3L-02606	19	46990000.5	49970000.5	146	0.4615
C3L-02606	19	49990000.5	58590000.5	424	0.3781
C3L-02606	20	70000.5	22650000.5	1125	0.0678
C3L-02606	20	22670000.5	26250000.5	169	-5e-04
C3L-02606	20	26350000.5	29290000.5	26	-0.2727
C3L-02606	20	29310000.5	31310000.5	72	-0.0585
C3L-02606	20	31330000.5	37250000.5	297	0.1508
C3L-02606	20	37270000.5	60350000.5	1151	0.0785
C3L-02606	20	60370000.5	62110000.5	87	-0.0336
C3L-02606	20	62130000.5	64270000.5	107	0.0843
C3L-02606	21	5230000.5	14970000.5	109	-0.0814
C3L-02606	21	14990000.5	46670000.5	1541	0.0374
C3L-02606	22	10690000.5	17870000.5	111	-0.0833
C3L-02606	22	17890000.5	47010000.5	1388	0.0626
C3L-02606	22	47030000.5	50750000.5	184	-0.0207
C3L-02606	23	250000.5	4310000.5	187	0.0471
C3L-02606	23	4330000.5	53990000.5	2424	-0.0979
C3L-02606	23	54010000.5	54870000.5	43	0.0014
C3L-02606	23	54890000.5	69690000.5	497	-0.1948
C3L-02606	23	69710000.5	73030000.5	149	-0.0504
C3L-02606	23	73050000.5	77550000.5	225	-0.2188
C3L-02606	23	77570000.5	78190000.5	32	0.0244
C3L-02606	23	78210000.5	80470000.5	114	-0.2148
C3L-02606	23	80490000.5	117870000.5	1698	-0.0926
C3L-02606	23	117890000.5	120870000.5	144	0.021
C3L-02606	23	120990000.5	123570000.5	130	-0.1409
C3L-02606	23	123590000.5	124190000.5	31	0.1289
C3L-02606	23	124210000.5	156010000.5	1528	-0.0828
C3L-02606	24	2790000.5	10050000.5	154	-9e-04
C3L-02606	24	10110000.5	10850000.5	11	-0.4738
C3L-02606	24	10870000.5	56870000.5	447	0.0031
C3L-02610	1	830000.5	68490000.5	3318	-0.0056
C3L-02610	1	68510000.5	77710000.5	460	-0.0676
C3L-02610	1	77730000.5	78050000.5	17	0.2069
C3L-02610	1	78070000.5	80470000.5	121	-0.1066
C3L-02610	1	80490000.5	103030000.5	1111	-0.0072
C3L-02610	1	103050000.5	108030000.5	241	-0.0993
C3L-02610	1	108050000.5	153630000.5	886	-0.0152
C3L-02610	1	153650000.5	156350000.5	136	0.093
C3L-02610	1	156370000.5	248930000.5	4560	-0.0053
C3L-02610	2	30000.5	156050000.5	7263	0.1231
C3L-02610	2	156070000.5	178510000.5	1115	0.1583
C3L-02610	2	178530000.5	178670000.5	8	0.536
C3L-02610	2	178690000.5	195610000.5	843	0.1231
C3L-02610	2	195630000.5	203530000.5	393	0.1952
C3L-02610	2	203550000.5	234750000.5	1553	0.1451
C3L-02610	2	234770000.5	242110000.5	364	0.107
C3L-02610	3	30000.5	4350000.5	217	-0.0305
C3L-02610	3	4370000.5	17530000.5	655	0.0456
C3L-02610	3	17550000.5	29970000.5	617	-0.0082
C3L-02610	3	29990000.5	60210000.5	1507	0.0512
C3L-02610	3	60230000.5	72270000.5	602	0.0161
C3L-02610	3	72290000.5	73110000.5	42	-0.1751
C3L-02610	3	73130000.5	198130000.5	6058	0.032
C3L-02610	4	50000.5	138110000.5	6697	-0.1717
C3L-02610	4	138130000.5	190010000.5	2584	0.0061
C3L-02610	5	30000.5	29030000.5	1427	-0.0088
C3L-02610	5	29050000.5	181290000.5	7230	0.0273
C3L-02610	6	170000.5	3970000.5	191	-0.2236
C3L-02610	6	3990000.5	17910000.5	693	0.0075
C3L-02610	6	17930000.5	21410000.5	175	-0.188
C3L-02610	6	21430000.5	57750000.5	1774	0.0166
C3L-02610	6	57770000.5	69410000.5	463	-0.0557
C3L-02610	6	69430000.5	161550000.5	4575	-0.0096
C3L-02610	6	161570000.5	170590000.5	448	-0.0584
C3L-02610	7	50000.5	56730000.5	2799	0.2094
C3L-02610	7	56750000.5	62410000.5	61	0.078
C3L-02610	7	62430000.5	98130000.5	1614	0.2264
C3L-02610	7	98150000.5	103050000.5	228	0.5796
C3L-02610	7	103070000.5	159310000.5	2761	-0.1727
C3L-02610	8	250000.5	16350000.5	713	-0.0184
C3L-02610	8	16370000.5	22950000.5	326	-0.1587
C3L-02610	8	22970000.5	47970000.5	1097	0.0458
C3L-02610	8	47990000.5	97030000.5	2431	0.0123
C3L-02610	8	97050000.5	110350000.5	661	0.0657
C3L-02610	8	110370000.5	110750000.5	20	-0.1862
C3L-02610	8	110770000.5	118730000.5	398	0.1454
C3L-02610	8	118750000.5	125370000.5	332	0.2289
C3L-02610	8	125390000.5	135450000.5	499	0.1714
C3L-02610	8	135470000.5	139870000.5	219	0.0525
C3L-02610	8	139890000.5	145070000.5	260	0.181
C3L-02610	9	210000.5	138170000.5	5405	-0.1844
C3L-02610	10	70000.5	4650000.5	229	-0.0252
C3L-02610	10	4670000.5	35630000.5	1540	0.038
C3L-02610	10	35650000.5	58730000.5	896	-0.013
C3L-02610	10	58750000.5	86410000.5	1361	0.0279
C3L-02610	10	86430000.5	104730000.5	895	0.0559
C3L-02610	10	104750000.5	133610000.5	1437	0.002
C3L-02610	11	210000.5	64670000.5	2941	0.0055
C3L-02610	11	64690000.5	131890000.5	3309	0.1629
C3L-02610	11	131910000.5	135050000.5	158	0.0712
C3L-02610	12	50000.5	34230000.5	1692	4e-04
C3L-02610	12	34250000.5	37470000.5	17	-0.3159
C3L-02610	12	37490000.5	125330000.5	4340	0.0083
C3L-02610	12	125350000.5	131670000.5	311	-0.0754
C3L-02610	12	131690000.5	133250000.5	79	0.004
C3L-02610	13	18210000.5	53050000.5	1705	0.0039
C3L-02610	13	53070000.5	64470000.5	567	-0.0436
C3L-02610	13	64490000.5	67670000.5	159	0.0464
C3L-02610	13	67690000.5	72410000.5	236	0.1358
C3L-02610	13	72430000.5	72630000.5	11	-0.2299
C3L-02610	13	72650000.5	78890000.5	311	0.1611
C3L-02610	13	78910000.5	87010000.5	401	-0.0301
C3L-02610	13	87030000.5	90590000.5	179	-0.2112
C3L-02610	13	90610000.5	114350000.5	1170	-0.001
C3L-02610	14	16090000.5	106870000.5	4338	-0.0163
C3L-02610	15	17030000.5	32230000.5	432	-0.0634
C3L-02610	15	32630000.5	101850000.5	3405	0.0132
C3L-02610	16	30000.5	33770000.5	1447	0.025
C3L-02610	16	33790000.5	46430000.5	60	-0.143
C3L-02610	16	46490000.5	58950000.5	617	0.0303
C3L-02610	16	58970000.5	63110000.5	208	-0.0655
C3L-02610	16	63130000.5	76590000.5	648	0.0372
C3L-02610	16	76610000.5	90090000.5	671	-0.0116
C3L-02610	17	150000.5	10970000.5	539	-0.1457
C3L-02610	17	10990000.5	27110000.5	529	-0.2005
C3L-02610	17	27130000.5	33030000.5	287	0.052
C3L-02610	17	33050000.5	35490000.5	121	-0.0461
C3L-02610	17	35510000.5	52330000.5	773	0.0447
C3L-02610	17	52350000.5	56810000.5	223	-0.0424
C3L-02610	17	56830000.5	83210000.5	1297	0.0256
C3L-02610	18	70000.5	33830000.5	1368	-0.0481
C3L-02610	18	33850000.5	34770000.5	47	-0.4186
C3L-02610	18	34790000.5	44630000.5	492	-0.0944
C3L-02610	18	44670000.5	44870000.5	11	-0.4302
C3L-02610	18	44890000.5	45190000.5	16	-0.1257
C3L-02610	18	45210000.5	72250000.5	1343	-0.0565
C3L-02610	18	72270000.5	80250000.5	397	-0.1246
C3L-02610	19	270000.5	24130000.5	1131	0.0475
C3L-02610	19	24150000.5	29130000.5	73	-0.2774
C3L-02610	19	29150000.5	30010000.5	44	0.0164
C3L-02610	19	30030000.5	31690000.5	84	-0.0904
C3L-02610	19	31710000.5	32630000.5	47	0.0072
C3L-02610	19	32650000.5	33190000.5	28	0.1741
C3L-02610	19	33210000.5	37670000.5	219	0.028
C3L-02610	19	37690000.5	38850000.5	59	0.3768
C3L-02610	19	38870000.5	39170000.5	16	0.7041
C3L-02610	19	39190000.5	39450000.5	14	0.9464
C3L-02610	19	39470000.5	39730000.5	14	0.4058
C3L-02610	19	39750000.5	43230000.5	173	-0.158
C3L-02610	19	43250000.5	43350000.5	6	-0.5542
C3L-02610	19	43370000.5	54730000.5	553	-0.1343
C3L-02610	19	54750000.5	58590000.5	192	0.0171
C3L-02610	20	70000.5	2090000.5	101	0.0028
C3L-02610	20	2110000.5	6190000.5	205	0.0728
C3L-02610	20	6210000.5	26150000.5	983	-0.004
C3L-02610	20	26170000.5	31350000.5	105	-0.1047
C3L-02610	20	31370000.5	38770000.5	371	0.0917
C3L-02610	20	38790000.5	64270000.5	1269	0.0234
C3L-02610	21	5230000.5	9070000.5	10	-0.291
C3L-02610	21	9090000.5	9630000.5	9	0.3853
C3L-02610	21	9650000.5	23990000.5	539	-0.0626
C3L-02610	21	24010000.5	34590000.5	517	0.0037
C3L-02610	21	34610000.5	34990000.5	20	0.2252
C3L-02610	21	35010000.5	46670000.5	555	-0.1863
C3L-02610	22	10690000.5	27130000.5	505	-0.0464
C3L-02610	22	27150000.5	34910000.5	389	-0.1596
C3L-02610	22	34930000.5	47110000.5	610	-0.0446
C3L-02610	22	47130000.5	50750000.5	179	-0.1781
C3L-02610	23	250000.5	990000.5	37	-0.1843
C3L-02610	23	1010000.5	155550000.5	7142	-0.0035
C3L-02610	23	155570000.5	156010000.5	23	-0.2481
C3L-02610	24	2790000.5	56870000.5	612	-0.3673
C3L-02613	1	830000.5	1270000.5	22	0.0112
C3L-02613	1	1290000.5	1850000.5	28	0.2995
C3L-02613	1	1870000.5	4650000.5	130	0.0501
C3L-02613	1	4670000.5	7590000.5	147	-0.4583
C3L-02613	1	7610000.5	17650000.5	465	-0.3415
C3L-02613	1	17670000.5	19070000.5	71	-0.4544
C3L-02613	1	19090000.5	19230000.5	8	0.1487
C3L-02613	1	19250000.5	27090000.5	391	-0.3517
C3L-02613	1	27110000.5	94650000.5	3348	0.1634
C3L-02613	1	94670000.5	94810000.5	8	-0.5312
C3L-02613	1	94830000.5	148390000.5	1346	0.1486
C3L-02613	1	148430000.5	161810000.5	594	0.2263
C3L-02613	1	161830000.5	248930000.5	4292	0.1644
