Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	C3L-00017	C3N-01719	C3N-01900	C3N-01907	C3N-01997	C3N-01998	C3N-02010	C3N-02295	C3N-02573	C3N-02579	C3N-02585	C3N-02589	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3N-02592	C3N-02768	C3N-02940	C3N-02944	C3N-02971	C3N-02998	C3N-03000	C3N-03006	C3N-03007	C3N-03039	C3N-03061	C3N-03069	C3N-03086	C3N-03173	C3N-03190	C3N-03211	C3N-03426	C3N-03428	C3N-03430	C3N-03439	C3N-03440	C3N-03665	C3N-03666	C3N-03670	C3N-03754	C3N-03780	C3N-03839	C3N-03840	C3N-03853	C3N-03884	C3N-04119	C3N-04126	C3N-04282	C3N-04283	C3N-04284	C3L-01036	C3L-01037	C3L-01051	C3L-01052	C3L-01053	C3L-00102	C3L-00189	C3L-00277	C3L-00401	C3L-01054	C3L-01124	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01662	C3L-01687	C3L-01689	C3L-01703	C3L-01971	C3L-02109	C3L-02112	C3L-02115	C3L-02116	C3L-02118	C3L-02463	C3L-02604	C3L-02606	C3L-02610	C3L-02613	C3L-02701	C3L-02809	C3L-02890	C3L-02897	C3L-02899	C3L-03123	C3L-03129	C3L-03356	C3L-03371	C3L-03388	C3L-03394	C3L-03395	C3L-03628	C3L-03630	C3L-03632	C3L-03635	C3L-03639	C3L-03743	C3L-00589	C3L-00598	C3L-00599	C3L-00622	C3L-00625	C3L-04027	C3L-04072	C3L-04080	C3L-04473	C3L-04475	C3L-04479	C3L-04495	C3L-04848	C3L-04853	C3N-00198	C3N-00249	C3N-00302	C3N-00303	C3N-00436	C3N-00511	C3N-00512	C3N-00513	C3N-00514	C3N-00516	C3N-00517	C3N-00518	C3N-00709	C3N-00957	C3N-01011	C3N-01012	C3N-01165	C3N-01166	C3N-01167	C3N-01168	C3N-01375	C3N-01379	C3N-01380	C3N-01381	C3N-01382	C3N-01383	C3N-01388	C3N-01502	C3N-01714	C3N-01715	C3N-01716	
Amplification Peak 30 - CN values	12p12.1 	chr12:24080002-26040000(probes 185749:185930)    	chr12:25170002-25490000(probes 185850:185877)    	chr12:24090002-25520000(probes 185750:185880)    	0.019153	   0.019153		Actual Copy Change Given	-0.2913	-0.0031859	-0.013815	-0.04428	0.079735	0.023706	-0.017116	-0.020549	-0.0033243	-0.43203	0.0282	-0.097363	0.010146	0.053806	0.13969	0.068952	0.44376	0.22623	0.029466	-0.096704	0.0026357	-0.053611	0.011958	0.52818	0.045991	0.064082	0.069525	0.22468	0.11008	-0.0040162	-0.043331	0.031859	0.006109	-0.20672	0.019783	0.94547	-0.007472	0.021463	0.034536	-0.029994	0	0.17498	-0.17018	0.011958	0.17996	0.10322	0.014749	0.0055529	0.1646	0	-0.22601	0.017544	0.18889	-0.0070576	0.10643	0.013772	0.013353	0.089706	0.027357	0.41195	0.0062481	0.0048579	-0.00041585	0.63902	0.0027745	0.1895	0.027357	-0.0071958	0.0049969	0.02539	0.041883	0.15084	0.082043	-0.057789	0.030591	0	0.17272	0.035242	-0.53652	0.041034	-0.0048461	0.13022	-0.041567	0.50741	0.09856	-0.17689	-0.011198	0.91764	0.0030522	-0.042517	-0.0098185	1.9433	-0.0088526	-0.00097017	0.38287	-0.082402	0	0.22592	0.09638	0.45939	0	0.30282	-0.042924	-0.06652	0.053237	0.15577	1.2957	-0.00041585	0.11111	-0.03749	0.0048579	-0.13833	0.096961	-0.12862	0.24311	-0.36125	0.12079	0.10016	0.012097	-0.38616	0.029606	0.1095	0.1498	0.092895	0.0052749	-0.11939	0.041175	0.091445	-0.0033243	0.083054	0.00097064	-0.13368	-0.010784	-0.0019399	0.05025	-0.012851	3.6569	0.033831	0.05466	0.022024	0.19223	0.059508	0.227	0.30857	0.012097	
Amplification Peak 31 - CN values	12q21.2 	chr12:76180002-80740000(probes 190473:190908)    	chr12:78890002-79050000(probes 190738:190750)    	chr12:78890002-79080000(probes 190738:190753)    	0.1403	     0.1403		Actual Copy Change Given	0.030873	-0.0031859	-0.013815	-0.04428	0.079735	0.020623	0.69316	-0.020549	-1.0539	-0.017391	0.0282	-0.097363	0.05153	-0.03095	0.027778	0.049114	0.1649	-0.13186	0.029466	-0.096704	0.0026357	-0.053611	0.011958	-0.082934	0.045991	-0.090758	-0.20423	-0.16599	-0.14297	-0.0040162	-0.043331	-0.28715	0.006109	3.6569	0.019783	0.19832	-0.007472	0.021463	0.034536	-0.029994	0	-0.04726	0.0058309	0.0076392	-0.20324	-0.31669	0.014749	0.0055529	-0.01849	0	-0.22601	0.017544	-0.0027707	0.034677	-0.23031	0.013772	-0.060883	-0.046583	0.027357	-0.43713	0.0062481	0	-0.00041585	0.054091	0.0027745	0.0029133	0.027357	0.30761	0.0049969	0.02539	0.041883	0.58435	-0.21837	0.019363	0.015168	-0.039122	-0.14759	-0.33733	0.0041632	0.021183	0.006109	-0.5938	-0.041567	-0.26155	0.09856	-0.17689	-0.011198	-0.02603	0.0030522	-0.042517	-0.0098185	0.0027745	-0.0088526	-0.00097017	-0.014503	0.15278	0	-0.0076101	0.09638	0.18646	-0.04726	-0.37347	-0.042924	-0.15362	0.053237	-0.0078863	0.15816	-0.00041585	-0.033405	-0.059404	0.0048579	0.019643	-0.12992	-0.063569	-0.0059522	0.093766	0.12079	0.079735	0.012097	0.058224	0.029606	-0.051316	0.028903	-0.097759	0.0052749	0.065656	0.041175	0.091445	-0.0033243	0.045282	0.00097064	0.023566	-0.010784	-0.096968	0.077862	0.025671	0.061079	0.033831	0.018943	0.022024	-0.13523	-0.037354	-0.045499	0.2771	0.012097	
Amplification Peak 32 - CN values	12q21.32	chr12:88020002-88150000(probes 191611:191619)    	chr12:88030002-88130000(probes 191612:191618)    	chr12:88030002-88210000(probes 191612:191623)    	0.012118	   0.012118		Actual Copy Change Given	0.030873	-0.0031859	-0.013815	-0.064508	0	0.020623	-0.016979	-0.020549	0.00041593	-0.017391	0.0282	-0.097363	-0.11861	-0.03095	0.027778	0.049114	0.1649	-0.13186	0.029466	-0.096704	0.0026357	0.034536	0.011958	-0.082934	0.045991	-0.090758	0.031436	-0.16599	-0.14297	-0.0040162	-0.043331	-0.23741	0.006109	-0.0045695	0.019783	0.19832	-0.007472	0.021463	0.034536	-0.029994	0	-0.04726	0.0058309	0.0076392	-0.20324	-0.31669	0.014749	0.0055529	-0.01849	0	-0.22601	0.017544	-0.0027707	0.034677	-0.23031	0.013772	-0.060883	-0.046583	0.027357	-0.43713	0.0062481	0	-0.00041585	0.054091	0.0027745	0.0029133	0.027357	0.30761	0.0049969	0.02539	0.041883	0.15681	-0.21837	0.019363	0.015168	-0.039122	-0.14759	-0.33733	0.0041632	0.058224	0.006109	-0.63244	-0.041567	-0.23104	0.09856	-0.17689	-0.011198	-0.02603	0.0030522	-0.042517	-0.0098185	0.0027745	-0.0088526	-0.00097017	-0.014503	0.15278	0	-0.0076101	0.09638	0.18646	-0.04726	-0.51465	-0.042924	-0.15362	0.053237	-0.0078863	0.15816	-0.00041585	-0.033405	-0.059404	0.03214	0.019643	-0.12992	-0.063569	-0.0059522	0.093766	0.12079	0.09333	0.012097	0.058224	-0.032178	1.4326	1.256	-0.097759	0.0052749	-0.083598	0.069095	0.091445	-0.0033243	0.045282	0.00097064	0.023566	-0.010784	-0.096968	1.512	0.025671	1.078	0.99302	0.018943	0.022024	-0.13523	-0.037354	-0.045499	1.9798	0.012097	
Amplification Peak 33 - CN values	13q22.3 	chr13:77020002-77300000(probes 201729:201751)    	chr13:77050002-77210000(probes 201731:201743)    	chr13:77030002-77240000(probes 201730:201746)    	0.12571	    0.12571		Actual Copy Change Given	0.010982	0.024548	0.13243	0.23442	0.057226	0.58435	-0.0020784	-0.065581	0.20717	0.023145	-0.12953	-0.17727	0.42385	0.042732	-0.0045695	0.044007	0.4402	0.19558	0.0913	0.00055459	0.04429	0.023847	-0.028081	0.031295	-0.023703	-0.029038	-0.37042	0.15308	-0.23325	0.013492	0.2176	0.070386	-0.0019399	-0.0096806	-0.16192	-0.0040162	-0.015604	-0.11195	-0.15631	0.092605	0.027778	-0.12095	0.018663	-0.35407	-0.013264	-0.025072	-0.0048461	-0.0018014	0.25981	-0.422	0.040609	-0.015329	0.2338	-0.10893	-0.27356	0.0097276	-0.030813	0.040892	-0.011473	0.37331	0.1646	-0.0085766	0.26718	-0.21466	-0.056577	0.0056919	0.023145	0.2369	-0.0042929	0.023145	-0.018902	-0.23912	1.4143	-0.0018014	0.01447	0.0038854	-0.16777	0.028763	0.018943	0.13036	0.23024	-0.57378	-0.12525	0.24171	0.034395	0.017544	0.051814	-0.0071958	0.0015255	-0.11417	0.21146	-0.31681	0.10745	-0.063703	0.14995	0.031155	0.11624	0.37759	0.3715	0.22453	0.21453	0.018103	1.2029	-0.0089906	1.0521	0.0051359	-0.023977	-0.007472	-0.074544	0.061222	0.18722	0.15547	-0.060211	0.030451	0.35545	-0.39196	0.051387	0.0049969	-0.011198	-0.00069303	0.00013863	-0.031223	0.010285	0.095217	-0.071606	0.10351	0.37265	0	-0.0026322	0.21591	0.05466	0.24731	0.60738	0.02525	1.1952	0.037924	0.13495	0.0094491	0	0.015447	0.0022193	-0.013815	-0.0063668	-0.27715	-0.372	
Amplification Peak 34 - CN values	15q22.2 	chr15:61830002-62070000(probes 218159:218175)    	chr15:61850002-62030000(probes 218160:218173)    	chr15:61850002-62100000(probes 218160:218177)    	0.0020342	  0.0020342		Actual Copy Change Given	-0.16294	-0.046854	-0.025346	-0.045499	-0.0081624	0.016705	-0.4097	-0.12953	0.23535	0.35528	0.037076	0.030169	0.52958	0.21791	0.17166	0.13524	-0.2642	-0.17588	-0.03749	0.041317	-0.068127	0	-0.063569	0	-0.030813	-0.036674	0.076998	0.096961	0.0052749	-0.012162	-0.047124	-0.12759	0	-0.0094046	0.037782	-0.0030475	0.12771	-0.069332	0.0091705	-0.029175	0.022024	0.14162	-0.0034627	0.030029	0.082332	0.017264	0.016425	-0.18898	-0.0037395	0.4863	-0.18572	0.033127	-0.031359	-0.097363	0.029044	-0.0042929	-0.051181	0.030029	0.17966	0.037641	-0.023703	0.0019418	-0.10854	0.065799	0.0026357	0.00013863	-0.30463	0.14607	-0.0056757	-0.012024	0.033972	-0.22416	0.86771	0.0065262	-0.013677	0.76504	-0.014641	0.0080567	-0.51784	-0.079609	0.012934	-0.10276	-0.034359	0.1595	-0.070135	-0.012024	-0.01849	-0.00013862	0.0094491	0.1607	-0.059942	-0.10893	-0.00097017	0.057796	-0.16294	-0.025072	0.0098669	-0.062629	-0.44405	0.072396	0.19269	0.013353	0.21914	0.078294	0.92067	-0.15656	0.06308	0	0.068952	-0.0084385	-0.056307	-0.055769	-0.12525	0.015168	0.22052	0.0056919	-0.2624	0.066229	-0.0077482	-0.34676	0.019923	0.029044	1.2357	0.14384	0.0087528	1.8488	-0.2939	-0.090493	0.029747	-0.077345	-0.022469	-0.0067813	-0.34595	0.58919	1.691	0.091155	0.091155	0.052525	0.069095	0.025812	-0.0085766	-0.075345	0.038065	0.96308	0.0086135	
Amplification Peak 35 - CN values	16p12.3 	chr16:20510002-20640000(probes 223938:223945)    	chr16:20530002-20630000(probes 223939:223944)    	chr16:20510002-20660000(probes 223938:223947)    	0.066145	   0.066145		Actual Copy Change Given	-0.00055444	-0.029038	-0.0095426	-0.028081	0.053948	0.045282	0.19679	0.00013863	-0.0073339	-0.045635	0.026514	1.665	0.042449	0.060222	-0.076545	0.070817	0.079303	-0.0048461	0.12594	0.047836	0.0282	0.015308	-0.0081624	0.0072217	0.043582	0.0033299	0.0033299	0.15338	0.029747	0.0091705	-0.55337	-0.27774	-0.0078863	-0.016292	0.021183	0.13347	0.0052749	0.0052749	1.2281	0.19208	-0.023977	0.19801	-0.017803	-0.022606	-0.0073339	3.2408	-0.0031859	0.0029133	0.0022193	-0.041974	0.04954	-0.025483	-0.0053992	0.031295	0.088258	0.0062481	-0.00055444	0.035806	0.032563	0.030029	0.044715	0.0011093	-0.78151	0.0076392	0.012237	0.0027745	0.01419	0.11932	0.0098669	-0.49068	0.026514	0.14801	0.058367	0.019503	0.04259	0.046275	0.10701	0.029044	0.00083195	-0.028081	0.029466	0.089996	0.059223	0.2084	0.058081	0.023566	0.0114	0.058509	0.032281	-0.0047079	0.014051	0.11961	-0.006505	-0.032996	0.17046	0.00097064	0.10862	0.1382	-0.079476	0.14355	0.12285	0.02511	0.037924	-0.0089906	0.016985	0.010564	0.1631	0.1345	0.049682	0.023566	0.013213	-1.1954	0.13066	0.25152	0.084787	-0.30098	-0.35373	-0.55035	0.0097276	0.037641	0.045282	0.24856	0.33966	0.059223	0.0012481	0.053664	-0.76398	0.085365	0.031999	0.020903	0.019083	0.01419	0.37924	0.09072	0.018243	0.044999	-0.0030475	0.023847	0.022304	0.015447	0	0.027216	0.14652	0.18132	-0.011887	
Amplification Peak 36 - CN values	16p11.2 	chr16:33670002-33810000(probes 225114:225119)    	chr16:33690002-33790000(probes 225115:225118)    	chr16:31950002-34150000(probes 225010:225124)    	9.7349e-09	 1.0324e-08		Actual Copy Change Given	-0.00055444	-0.029038	-0.0095426	-0.028081	0.053948	1.0306	0.19679	0.00013863	-0.0073339	-0.045635	0.026514	0.21284	0.042449	2.3599	0.051956	0.89267	0.079303	-0.0048461	0.12594	0.047836	0.0282	0.015308	-0.0081624	0.0072217	0.043582	0.0033299	0.0033299	0.15338	0.029747	0.0091705	0.047552	0.072971	-0.0078863	-0.016292	0.021183	0.13347	0.0052749	0.0052749	0.028341	0.19208	-0.023977	0.19801	-0.017803	-0.022606	-0.0073339	0.017404	-0.0031859	0.0029133	0.0022193	-0.041974	0.04954	-0.025483	-0.63206	0.031295	-0.070001	0.0062481	-0.00055444	0.2675	1.4673	0.030029	0.90714	0.0011093	0.063795	0.0076392	0.012237	0.0027745	0.01419	0.27868	0.0098669	0.0114	-0.35407	0.14801	0.64121	0.019503	0.76102	0.3799	0.10701	0.029044	0.64873	-0.028081	0.029466	0.18722	0.059223	0.2084	0.058081	0.023566	0.0114	0.058509	0.032281	-0.0047079	0.014051	-0.32193	-0.006505	-0.032996	0	0.00097064	0.10862	0.1382	-0.079476	0.14355	0.12285	0.37693	2.0181	1.1501	0.016985	0.010564	0.1631	0.1345	0.049682	0.023566	0.013213	0	0.13066	0.25152	1.5174	1.0306	1.3992	0.96432	0.0097276	0.037641	0.3579	-0.021098	0.055088	0.059223	0.0012481	0.053664	-0.027124	0.085365	0.031999	0.020903	0.019083	0.17694	0.1679	0.09072	1.3353	0.044999	-0.0030475	0.023847	0.21253	0.015447	0	0.027216	0.14652	0.05637	-0.011887	
Amplification Peak 37 - CN values	16p11.2 	chr16:34670002-34740000(probes 225134:225136)    	chr16:34690002-34730000(probes 225135:225135)    	chr16:34690002-34770000(probes 225135:225138)    	0.046411	   0.058309		Actual Copy Change Given	-0.00055444	-0.029038	-0.0095426	-0.028081	0.053948	-0.33341	0.19679	0.00013863	-0.0073339	-0.03054	-1.0867	-0.052126	-0.37741	-0.33779	0.051956	-0.0085766	0.079303	-0.0048461	0.12594	0.047836	0.0282	0.015308	-0.0081624	0.0072217	0.043582	0.0033299	0.0033299	0.15338	0.029747	0.0091705	0.047552	0.072971	-0.0078863	2.9465	0.021183	0.13347	0.0052749	0.0052749	0.028341	0.19208	-0.023977	0.19801	-0.017803	-0.022606	-0.0073339	0.017404	-0.0031859	-0.046718	-0.016429	-0.041974	0.04954	-0.025483	0.20427	0.031295	-0.070001	0.0062481	-0.00055444	-0.17284	-0.72429	-0.41509	-0.28227	0.0011093	0.063795	0.0076392	0.012237	0.0027745	0.01419	-0.21082	0.0098669	0.0114	-0.35407	0.14801	-0.33745	-0.056577	-0.21169	-0.17891	0.10701	0.029044	0.016006	-0.31809	-0.19362	0.18722	0.059223	0.2084	0.058081	0.023566	0.0114	-1.2929	0.032281	-0.0047079	0.014051	-0.32193	-0.006505	-0.032996	0	0.00097064	0.10862	0.1382	3.0834	0.14355	0.12285	-0.33121	0.050108	-0.6494	0.016985	0.010564	0.1631	-1.2266	0.049682	-0.99172	0.013213	0	0.13066	-1.2929	-0.3031	-0.35909	-0.39642	-0.50701	0.0097276	0.037641	0.3579	-0.021098	-0.33318	0.059223	0.0012481	0.053664	-1.0096	0.085365	0.031999	0.020903	0.019083	0.17694	0.1679	0.09072	-0.0038779	-0.47702	-0.76792	0.023847	-0.28869	0.015447	0	0.027216	-0.51362	-0.22342	-0.011887	
Amplification Peak 38 - CN values	17p13.1 	chr17:10420002-10570000(probes 230432:230442)    	chr17:10430002-10550000(probes 230433:230441)    	chr17:10390002-10590000(probes 230430:230444)    	0.00022178	 0.00022178		Actual Copy Change Given	-0.29615	-0.083997	-0.014641	-0.055769	-0.11352	-0.1307	-0.45265	-0.14875	-0.25043	-0.38213	-0.34767	-0.15682	-0.15362	0.13687	0.080889	-0.10684	-0.28857	-0.1499	-0.31529	-0.18446	-0.14219	0.13939	-0.0053992	-0.25552	-0.026304	0.02806	-0.40462	-0.1586	-0.13936	0.0079175	-1.2929	-0.28798	0.0015255	-0.26889	-0.012438	-0.20772	-0.22736	0.012516	0.81825	-0.20759	-0.013127	0.19999	-0.19825	-0.37335	0.011679	0.93203	-0.21898	-0.16917	-0.31681	-0.36408	-0.27464	-0.028355	-0.24436	-0.19962	-0.1985	-0.021235	-0.049424	0.10672	1.1113	0.013772	-0.061555	0.010006	-0.22231	-0.011887	-0.2636	-0.16103	-0.32994	-0.022332	-0.29709	-0.35806	-0.18898	-0.22797	-0.24326	0.021323	0.016286	-0.19462	-0.1837	-0.37437	-0.50142	-0.13807	-0.197	-0.57555	-0.21367	-0.29225	-0.1712	-0.22379	-0.28263	-0.074277	0.032281	-0.1458	-0.020824	-0.38369	-0.043873	-0.026988	-0.14052	-0.3071	-0.0073339	-0.23728	-0.070536	-0.22576	-0.17512	-0.42112	-0.18597	0.77714	1.2103	-0.1508	-0.40241	-0.326	1.9104	-0.2418	-0.24946	-0.12174	-0.16396	-0.063301	-0.10276	-0.41773	-0.37797	0	-0.18232	-0.42353	-0.06652	0.0011093	1.3863	0.51769	-0.063703	1.6561	-1.2577	-0.10066	-0.05469	-0.20573	-0.22392	-0.10473	-0.33272	-0.11913	0.035947	0.034677	0.11008	-0.18534	-0.15183	-0.18068	-0.066252	-0.073476	-0.0030475	0.82745	-0.37132	
Amplification Peak 39 - CN values	17q12   	chr17:26730002-46100000(probes 231493:233175)    	chr17:39570002-39930000(probes 232599:232629)    	chr17:38750002-40060000(probes 232523:232641)    	0.12571	     0.1549		Actual Copy Change Given	0.36559	0.014749	-0.014641	-0.055769	0.053379	0.072684	0.15606	-0.14875	-0.010508	0.054233	0.056085	0.048546	0.14325	0.27411	0.20473	0.15741	-0.035857	0.082188	0.20274	0	0.060936	0.11316	-0.0053992	0.18102	-0.026304	0.02806	0.15906	0.17181	0.11316	0.0079175	-0.13031	0.040044	0.0015255	3.6569	-0.012438	-0.0089906	-0.020001	0.012516	0.38667	-0.17702	-0.013127	-0.085192	-0.0026322	0.0063871	0.011679	0.020483	0.017544	0.041317	0.015727	0.24887	-0.035585	-0.028355	-0.010922	0.034536	0.41128	0.044574	0.039195	0.16505	0.081755	0.10147	0.059508	0.0029133	0.045991	0.38403	0.011958	0.036088	0.0069435	-0.022332	-0.00055444	0.10424	0.024268	-0.005261	0.15308	0.021323	0.065799	0.081033	0.13155	0.3938	-0.195	0.2061	0.057368	0.10935	0.16685	-0.021647	0.055515	-0.022881	-0.052531	0.20213	0.032281	0.031155	-0.020824	0.040468	0.041741	-0.026988	-0.015466	-0.01106	-0.0073339	0.37183	-0.070536	-0.010508	3.6569	0.017963	0.10337	0.12505	0.059508	0.00055459	-0.14232	0.0023581	0.21054	0.0043021	-0.0067813	-0.12174	0.11932	0.11111	0.2708	0.04883	0.30905	0.11844	0.01447	0.098415	0.050819	0.15352	0.053806	-0.055364	0.0024969	0.048404	0	0.088982	0.018663	-0.029721	0.067661	0.043015	-0.33272	0.11125	0.089561	0.12594	0.19603	0.092315	0.13288	0.082188	-0.0069195	0.17664	0.046842	0.14622	-0.0049844	
Amplification Peak 40 - CN values	17q22   	chr17:53080002-53170000(probes 233817:233819)    	chr17:53090002-53150000(probes 233818:233818)    	chr17:52770002-53440000(probes 233790:233840)    	0.0031638	   0.010198		Actual Copy Change Given	-0.26937	0.014749	-0.014641	-0.055769	-0.10211	-0.03749	0.27663	-0.14875	-0.010508	0.054233	0.0073609	-0.17942	-0.1623	-0.20809	-0.020412	-0.11495	-0.28299	1.8092	0.3923	0.038206	-0.11965	0.11316	-0.0053992	0.18102	-0.026304	0.02806	0.15906	0.17181	-0.35327	0.0079175	0.50221	0.040044	0.0015255	0.20855	0.0037465	0.61208	-0.020001	0.012516	-0.19775	0.54665	-1.0996	-0.085192	-0.2056	0.27553	0.011679	0.020483	1.2288	0.041317	0.015727	0.24887	-0.11861	-0.028355	-0.25515	0.034536	-0.30087	0.044574	-0.076278	0.067088	-0.16841	-0.15195	-0.088109	0.0029133	0.045991	0.26388	0.011958	0.036088	0.0069435	-0.022332	-0.00055444	0.41898	-0.17575	-0.005261	-0.069466	0.021323	-0.12784	-0.019177	0.13155	-0.39441	-0.195	0.036935	-0.063166	0.019363	0.16685	0	1.6741	-0.022881	0.71321	0.20213	0.032281	0.031155	-0.020824	0.040468	-0.36249	0.027919	-0.015466	-0.01106	-0.013953	0.37183	-0.070536	-0.010508	-0.0016629	0.017963	-0.065984	-0.091155	-0.38358	0.00055459	1.5033	-0.33306	0.05025	-0.18471	-0.0067813	0.0282	0.11932	0.11111	0.074984	0.04883	0.26216	-0.081472	0.01447	-0.37121	0.050819	-0.14888	-0.14026	-0.055364	-0.069064	0.048404	0	0.088982	0.018663	-0.029721	0.067661	0.043015	-0.33272	-0.096176	0.089561	-0.078677	-0.018353	-0.17626	-0.089302	-0.15937	-0.0069195	-0.058596	-0.14939	-0.13626	-0.0049844	
Amplification Peak 41 - CN values	17q23.2 	chr17:62380002-63060000(probes 234661:234722)    	chr17:62390002-62610000(probes 234662:234679)    	chr17:62390002-63080000(probes 234662:234724)    	0.013866	   0.056481		Actual Copy Change Given	-0.041838	0.014749	-0.014641	-0.055769	-0.10211	0.079447	-0.33641	-0.14875	-0.010508	0.054233	0.0073609	-0.17942	3.6569	0.67827	0.35349	0.28675	-0.28299	0.095944	0.3923	0.038206	-0.11965	0.11316	-0.0053992	0.18102	-0.026304	0.02806	-0.42364	0.17181	0.083054	0.0079175	-0.071338	0.040044	0.0015255	0.20855	0.013074	-0.18496	0.87886	0.012516	0.20534	-0.18307	-0.033405	-0.085192	-0.2056	0.26294	0.011679	0.020483	2.0792	0.041317	0.015727	0.24887	-0.0056757	-0.028355	-0.25515	0.034536	-0.15733	0.044574	-0.076278	0.2321	0.068235	0.11506	0.1933	0.0029133	-0.12538	0.39645	0.011958	-0.096176	0.0069435	-0.022332	-0.00055444	-0.34079	-0.17575	-0.005261	-0.13238	0.021323	0.1283	0.12432	-0.1717	-0.32193	-0.48806	0.22099	0.03031	0.16175	-0.15247	0	0.079159	-0.20411	0.56152	0.20213	0.032281	-0.17335	-0.020824	0.040468	-0.0095426	0.027919	-0.015466	-0.01106	-0.013953	-0.19487	-0.062898	-0.010508	0.36313	0.017963	0.09159	0.25996	-0.24229	0.00055459	0.061079	-0.33306	0.05025	-0.18471	-0.0067813	0.0282	0.11932	0.11111	0.32334	-0.30792	0.26216	0.067661	0.01447	-0.37121	0.050819	0.076566	0.0063871	-0.055364	-0.069064	-0.059942	-0.27392	0.088982	0.018663	-0.029721	0.067661	0.043015	-0.33272	-0.1126	0.089561	0.29406	0.28977	-0.17626	0.19756	-0.15937	-0.0069195	-0.058596	0.061937	0.098851	-0.0049844	
Amplification Peak 42 - CN values	17q24.3 	chr17:68960002-69280000(probes 235290:235313)    	chr17:69070002-69170000(probes 235300:235306)    	chr17:68850002-69370000(probes 235281:235318)    	0.0040264	  0.0040264		Actual Copy Change Given	-0.041838	0.014749	-0.014641	-0.055769	-0.10211	0.079447	-0.33641	-0.14875	-0.010508	0.054233	0.0073609	-0.17942	-0.071873	0.45973	0.14325	0.24202	-0.28299	0.095944	0.3923	0.038206	-0.11965	0.11316	-0.0053992	0.18102	-0.026304	0.02806	-0.42364	0.17181	0.083054	0.0079175	-0.89863	0.040044	0.0015255	0.20855	0.013074	-0.18496	-0.12499	0.012516	0.20534	-0.18307	-0.033405	-1.1107	-0.2056	0.26294	0.011679	0.020483	-0.013264	0.041317	0.015727	0.24887	-0.0056757	-0.028355	-0.25515	0.034536	-0.26841	0.044574	0.33999	0.10016	0.75949	0.54841	0.023426	0.0029133	-0.12538	0.39645	0.011958	-0.21688	0.0069435	-0.022332	-0.00055444	-0.34079	-0.17575	-0.005261	-0.13238	0.021323	-0.0067813	0.013074	-0.1717	-0.32193	-0.48806	0.13435	0.03031	0.034395	-0.15247	0	0.079159	-0.20411	-0.24436	0.20213	0.032281	-0.17335	-0.020824	0.040468	-0.0095426	0.027919	-0.015466	-0.01106	-0.013953	-0.19487	-0.062898	-0.010508	0.18586	0.017963	0.81766	0.35039	0.42603	0.00055459	0.061079	-0.33306	0.05025	-0.18471	-0.0067813	0.0282	0.11932	0.11111	0.14667	-0.30792	0.93834	0.067661	0.01447	0.52783	0.050819	0.56863	0.80519	-0.055364	-0.069064	1.3053	-0.27392	0.088982	0.018663	-0.7302	0.067661	0.043015	-0.33272	-0.1126	1.1102	0.049824	0.53573	-0.17626	0.17242	-0.15937	0.57773	-0.058596	0.061937	0.4789	-0.0049844	
Amplification Peak 43 - CN values	18p11.32	chr18:1-2400000(probes 236630:236850)                	chr18:1-850000(probes 236630:236705)                  	chr18:1-1410000(probes 236630:236754)                	0.10376	    0.10376		Actual Copy Change Given	-0.020824	-0.027261	-0.012024	0.05281	0.090865	-0.084528	0.25793	-0.086651	0.20687	0.0023581	-0.0029091	-0.025209	-0.23631	-0.11482	-0.065447	0.22638	0.54312	0.028903	-0.18609	0.035242	0.24825	-0.075345	0.036935	0.25168	0	-0.12953	-0.43615	1.0752	0.068952	0.010006	-0.13264	0.039902	-0.084793	-0.14682	-0.073476	1.1121	-0.19675	-0.10762	0.25949	-0.23251	-0.051451	0.22237	-0.14811	0.020343	-0.22145	0.0080567	-0.097759	0.015727	0.25137	-0.40362	-0.034631	-0.033405	0.18601	0.13169	-0.21503	-0.0027707	0.087679	-0.024114	-0.011887	-0.52225	-0.10132	-0.012438	-0.10421	-0.023292	-0.029857	-0.0024938	1.003	-0.1294	3.1755	-0.15336	-0.027945	-0.2292	-0.049965	-0.018078	-0.034495	0.014051	-0.20237	-0.38906	-0.21824	-0.032314	-0.070804	0.75375	0	0.50533	-0.10303	-0.16675	0.17694	-0.27739	-0.11365	-0.097627	0.012934	0.0055529	-0.052801	-0.11887	0.22715	-0.27882	-0.013953	-0.04726	0.7149	0.41463	-0.059807	0.038913	0.25996	-0.21577	0.018943	-0.09512	-0.3282	0.211	-0.12486	-0.031223	-0.13729	-0.071472	-0.12979	0.1658	-0.15528	-0.013402	-0.055634	0.032986	0.015028	0.0093098	0	0.063509	-0.16586	-0.19525	-0.057116	0.0076392	0.10979	-0.020001	-0.05752	-0.12382	0.013911	-0.0018014	-0.059404	0.058081	0.1933	0.036088	0.51577	-0.010784	-0.12849	0.098124	0.12344	-0.09089	-0.06048	0.014609	-0.28537	
